t_s,T_in_C,RH_in_pct,T_out_C,RH_out_pct,M1_open,M2_open,M3_open
31680,29.72,50.0,29.20,48.7,1,1,0
31740,29.73,50.1,29.20,48.8,1,1,0
31800,29.73,50.2,29.20,48.9,1,1,0
31860,29.74,50.2,29.20,48.9,1,1,0
31920,29.74,50.3,29.20,49.0,1,1,0
31980,29.75,50.4,29.20,49.1,1,1,0
32040,29.75,50.4,29.20,49.2,1,1,0
32100,29.76,50.5,29.20,49.3,1,1,0
32160,29.76,50.5,29.20,49.4,1,1,0
32220,29.77,50.6,29.20,49.4,1,1,0
32280,29.78,50.7,29.20,49.5,1,1,0
32340,29.78,50.7,29.20,49.6,1,1,0
32400,29.82,50.6,29.23,49.5,1,1,0
32460,29.86,50.5,29.26,49.4,1,1,0
32520,29.89,50.4,29.29,49.3,1,1,0
32580,29.93,50.3,29.32,49.2,1,1,0
32640,29.96,50.2,29.35,49.1,1,1,0
32700,30.00,50.1,29.38,49.0,1,1,0
32760,30.03,50.0,29.41,49.0,1,1,0
